year,lobbyist_name,agency,agency_address
2023,PAT SNOW,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,AMANDA JOST,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,TONY RAE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,WAYNE HAYDEN-MORELAND,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,DEANNE BOOTH,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,JULIE OVERGAARD,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,LARRY ROHRER,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,JEFF CLINES,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,MIGUEL PENARANDA,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,TRENT NINCEHELSER,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,RHONDA BURRIS,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,DAN HOBLICK,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,JEFF CLINES,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,HEATHER PERRY,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,PAT SNOW,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,MIGUEL PENARANDA,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,WAYNE HAYDEN-MORELAND,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,AMANDA JOST,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,JULIE OVERGAARD,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,SEVERN ASHES,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,TRENT NINCEHELSER,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,TONY RAE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,HAROLD BRUCE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,CHUCK LIMOGES,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MADHU GOTTUMUKKALA,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,HEATHER PERRY,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,DAVID PAGE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,AMANDA JOST,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,WAYNE HAYDEN-MORELAND,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JULIE OVERGAARD,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,SEVERN ASHES,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,TRENT NINCEHELSER,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JAMIE MONNIN,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MARK WIXON,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,BILL DEAN,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JOHNATHAN HAMPE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,KEVIN LAWRENCE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,HAROLD BRUCE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JENNIFER LAVINGER,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MARK WIXON,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,HEATHER PERRY,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MIKE OSBORN,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JON HAMPE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,LISA RAHJA,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,AMANDA JOST,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,WAYNE HAYDEN-MORELAND,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,HAROLD BRUCE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JULIE OVERGAARD,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,SEVERN ASHES,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,NEAL NACHTIGALL,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,BENJAMIN MOELLER,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,BILL DEAN,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JAMIE MONNIN,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,KEVIN LAWRENCE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MORGAN GUEBELE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,DAVID PAGE,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,ERIC HILBEDRANDT,BUREAU OF INFORMATION AND TELECOMMUNICATIONS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,ROSS DIETRICH,CASPPA,"- , SD"
2023,CARRIE SANDERSON,CENTER FOR THE PREVENTION OF CHILD MALTREATMENT,
2013,TINA NELSON,CERTIFICATION BOARD FOR ALCOHOL & DRUG PROFESSIONALS,"- , SD"
2013,ROBERT BOGUE,CERTIFICATION BOARD FOR ALCOHOL & DRUG PROFESSIONALS,"- , SD"
2013,DIANE SEVENING,CERTIFICATION BOARD FOR ALCOHOL & DRUG PROFESSIONALS,"- , SD"
2013,PAULA KOLLER,CERTIFICATION BOARD FOR ALCOHOL & DRUG PROFESSIONALS,"- , SD"
2013,LINDA PIETZ,CERTIFICATION BOARD FOR ALCOHOL & DRUG PROFESSIONALS,"- , SD"
2016,LARRY ELIASON,COMMISSION ON GAMING,"- , SD"
2016,CRAIG SPARROW,COMMISSION ON GAMING,"- , SD"
2017,CRAIG SPARROW,COMMISSION ON GAMING,"- , SD"
2017,LARRY ELIASON,COMMISSION ON GAMING,"- , SD"
2018,LARRY ELIASON,COMMISSION ON GAMING,"- , SD"
2018,CRAIG SPARROW,COMMISSION ON GAMING,"- , SD"
2019,CRAIG SPARROW,COMMISSION ON GAMING,"- , SD"
2019,SUSAN CHRISTIAN,COMMISSION ON GAMING,"- , SD"
2019,LARRY ELIASON,COMMISSION ON GAMING,"- , SD"
2020,SUSAN CHRISTIAN,COMMISSION ON GAMING,"- , SD"
2020,CRAIG SPARROW,COMMISSION ON GAMING,"- , SD"
2021,SUSAN CHRISTIAN,COMMISSION ON GAMING,"- , SD"
2021,LARRY ELIASON,COMMISSION ON GAMING,"- , SD"
2021,CRAIG SPARROW,COMMISSION ON GAMING,"- , SD"
2022,SUSAN CHRISTIAN,COMMISSION ON GAMING,"445 E CAPITOL AVENUE PIERRE, SD 57501"
2022,MARK HELTZEL,COMMISSION ON GAMING,"445 E CAPITOL AVENUE PIERRE, SD 57501"
2023,SUSAN CHRISTIAN,COMMISSION ON GAMING,"445 E CAPITOL AVENUE PIERRE, SD 57501"
2023,MARK HELTZEL,COMMISSION ON GAMING,"445 E CAPITOL AVENUE PIERRE, SD 57501"
2024,SUSAN CHRISTIAN,COMMISSION ON GAMING,"445 E CAPITOL AVENUE PIERRE, SD 57501"
2024,MARK HELTZEL,COMMISSION ON GAMING,"445 E CAPITOL AVENUE PIERRE, SD 57501"
2025,MARK HELTZEL,COMMISSION ON GAMING,"445 E CAPITOL AVENUE PIERRE, SD 57501"
2026,MARK HELTZEL,COMMISSION ON GAMING,"445 E CAPITOL AVENUE PIERRE, SD 57501"
2012,BOYD KATE,COSMETOLOGY COMMISSION,"500 EAST CAPITOL AVENUE , SD 57501"
2013,KATE BOYD,COSMETOLOGY COMMISSION,"500 EAST CAPITOL AVENUE , SD 57501"
2017,KATE BOYD,COSMETOLOGY COMMISSION,"500 EAST CAPITOL AVENUE , SD 57501"
2019,KATE BOYD,COSMETOLOGY COMMISSION,"500 EAST CAPITOL AVENUE , SD 57501"
2020,KATE BOYD,COSMETOLOGY COMMISSION,"500 EAST CAPITOL AVENUE , SD 57501"
2021,KATE BOYD,COSMETOLOGY COMMISSION,"500 EAST CAPITOL AVENUE , SD 57501"
2026,ADRIAN NESS,COSMETOLOGY COMMISSION,"500 EAST CAPITOL AVENUE , SD 57501"
2012,DAVID BOROFSKY,DAKOTA STATE UNIVERSITY,"- , SD"
2015,MARYSZ RAMES,DAKOTA STATE UNIVERSITY,"- , SD"
2015,STACY KRUSEMARK,DAKOTA STATE UNIVERSITY,"- , SD"
2015,JUDY DITTMAN,DAKOTA STATE UNIVERSITY,"- , SD"
2016,JOSE'-MARIE GRIFFITHS,DAKOTA STATE UNIVERSITY,"- , SD"
2016,STACY KRUSEMARK,DAKOTA STATE UNIVERSITY,"- , SD"
2016,JUDY DITTMAN,DAKOTA STATE UNIVERSITY,"- , SD"
2012,BONES WALT,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,FARRIS JON,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,DUNN BLAIR,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,PETERSEN CHRIS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,FRIDLEY KEVIN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,KURTENBACH DARWIN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,BERVEN BRAD,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,LENTSCH LUCAS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,SOWERS RAY,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,SMITH BILL,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,FOSS COE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,JOSTEN GREG,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,FISCHBACH DAVID,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,GLOVER TOM,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,LOWE JOSEPH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,HASENHORL STEVE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,STRAIN JAMES,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,HERTEL JEROME,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,LOTSBERG WARREN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,KAEMINGK DENNY,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,FEILER LAURIE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,WINDER MICHAEL,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,PARDY PAT,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,MILLER AARON,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,BOLLINGER SCOTT,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,WEBER DOUG,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,HERRMANN DOUG,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,WALT BONES,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JON FARRIS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,COURTNEY DE LA ROSA,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,KATIE KONDA,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,CHRIS PETERSEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,KEVIN FRIDLEY,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DARWIN KURTENBACH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,BRAD BERVEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JEROME HERTEL,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,CANDI HETTINGER,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,WARREN LOTSBERG,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,PAUL KOSTBOTH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,RAY SOWERS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,BILL SMITH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,GREG JOSTEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DAVID FISCHBACH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,TOM GLOVER,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JAY ESPERANCE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,STEVE HASENOHRL,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JAMIE CREW,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JAMES STRAIN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,KATIE KONDA,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,LUCAS LENTSCH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,TRUDY WASTWEET,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,KEA WARNE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,RAY SOWERS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,PAUL KOSTBOTH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,KEVIN FRIDLEY,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JEROME HERTEL,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JAY ESPERANCE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JAY ESPERANCE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,CHRIS PETERSEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,LUCAS LENTSCH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,TRUDY WASTWEET,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,STACY REVELS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,BILL SMITH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,CHRIS PETERSEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,GREG JOSTEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JAY ESPERANCE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,BRANDON BESHEARS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,PAUL KOSTBOTH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,PEGGY BESCH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,LUCAS LENTSCH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,KYE HOLT,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,DANI HANSON,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,BILL SMITH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,BRANDON BESHEARS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JAY ESPERANCE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,PAUL KOSTBOTH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,PEGGY BESCH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,BRANDON BESHEARS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,PAUL KOSTBOTH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,BILL SMITH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,CHRIS PETERSEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DANI HANSON,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,GREG JOSTEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JAY ESPERANCE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,KYLE HOLT,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MIKE JASPERS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,PEGGY BESCH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,TAYA RUNYAN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,MIKE JASPERS,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,DEBBIE TRAPP,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,BILL SMITH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,CHRIS PETERSEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,DANI HANSON,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,GREG JOSTEN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,JAY ESPERANCE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,JEREMY FREKING,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,KYLE HOLT,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,PEGGY BESCH,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,TAYA RUNYAN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,TOM GERE,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,JEREMY FREKING,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,BRYAN SANDERSON,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,ASHLEY WAIBEL,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,TAYA RUNYAN,DEPARTMENT OF AGRICULTURE AND NATURAL RESOURCES,"523 EAST CAPITOL AVENUE PIERRE, SD 57501"
